0.0000003	0.36784
0.00000031	0.3533
0.00000032	0.33154
0.00000033	0.30235
0.00000034	0.26596
0.00000035	0.22325
0.00000036	0.17597
0.00000037	0.12689
0.00000038	0.07989
0.00000039	0.039731
0.0000004	0.011625
0.00000041	0.00046665
0.00000042	0.00045809
0.00000043	0.00049493
0.00000044	0.00053305
0.00000045	0.00057266
0.00000046	0.00061386
0.00000047	0.00065675
0.00000048	0.00070138
0.00000049	0.00074781
0.0000005	0.0007961
0.00000051	0.00084629
0.00000052	0.00089842
0.00000053	0.00095256
0.00000054	0.0010087
0.00000055	0.001067
0.00000056	0.0011273
0.00000057	0.0011898
0.00000058	0.0012545
0.00000059	0.0013215
0.0000006	0.0013907
0.00000061	0.0014622
0.00000062	0.0015361
0.00000063	0.0016124
0.00000064	0.001691
0.00000065	0.0017722
0.00000066	0.0018558
0.00000067	0.001942
0.00000068	0.0020308
0.00000069	0.0021221
0.0000007	0.0022161
0.00000071	0.0023128
0.00000072	0.0024122
0.00000073	0.0025144
0.00000074	0.0026193
0.00000075	0.0027271
0.00000076	0.0028377
0.00000077	0.0029512
0.00000078	0.0030676
0.00000079	0.0031871
0.0000008	0.0033095
0.00000081	0.0034349
0.00000082	0.0035634
0.00000083	0.003695
0.00000084	0.0038298
0.00000085	0.0039677
0.00000086	0.0041089
0.00000087	0.0042533
0.00000088	0.0044009
0.00000089	0.0045519
0.0000009	0.0047062
0.00000091	0.0048639
0.00000092	0.0050249
0.00000093	0.0051895
0.00000094	0.0053575
0.00000095	0.005529
0.00000096	0.0057041
0.00000097	0.0058827
0.00000098	0.0060649
0.00000099	0.0062508
0.000001	0.0064404
0.00000101	0.0066336
0.00000102	0.0068306
0.00000103	0.0070314
0.00000104	0.0072359
0.00000105	0.0074443
0.00000106	0.0076565
0.00000107	0.0078727
0.00000108	0.0080927
0.00000109	0.0083168
0.0000011	0.0085448
0.00000111	0.0087768
0.00000112	0.0090129
0.00000113	0.009253
0.00000114	0.0094973
